Source:,"EM-DAT, CRED / UCLouvain, Brussels, Belgium",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
,www.emdat.be (D. Guha-Sapir),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version:,2020-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File creation:,"Sat, 07 Nov 2020 14:08:32 CET",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table type:,Custom request,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of records:,827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI
2006-0096-PHL,2006,0096,Natural,Hydrological,Landslide,Landslide,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Guinsaugon village (Southern Leyte, Region VIII (Eastern Visayas) province)",,,,Yes,,,5494,,,,,,,2006,2,17,2006,2,17,1126,19,5907,,5926,,,2203,78.8522555129301
2006-0410-PHL,2006,0410,Natural,Meteorological,Storm,Tropical cyclone,,Prapiroon,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Quirino district (Region II (Cagayan Valley) province),,,,,,,,,Kph,21.11,110.11,,,2006,8,2,2006,8,6,6,,15000,,15000,,,135000,78.8522555129301
2006-0667-PHL,2006,0667,Natural,Meteorological,Storm,Tropical cyclone,,Utor (Seniang),Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Region IV (Southern Tagalog), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas) provinces",,,,,,,,150,Kph,,,,,2006,12,11,2006,12,11,42,42,327500,,327542,,,,78.8522555129301
2006-0650-PHL,2006,0650,Technological,Technological,Industrial accident,Chemical spill,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,Marialo (Bulacan),,,,,No,No,,,m3,,,,,2006,11,28,2006,11,28,,,4000,,4000,,,,78.8522555129301
2006-0064-PHL,2006,0064,Technological,Technological,Miscellaneous accident,Other,,Stampede,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Psaig city (Manilla),,,,,No,No,,,,,,,,2006,2,4,2006,2,4,74,434,,,434,,,,78.8522555129301
2006-0189-PHL,2006,0189,Technological,Technological,Miscellaneous accident,Fire,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,Zamboaga city,,,,,No,No,,,,,,,,2006,3,23,2006,3,23,,,,11200,11200,,,976,78.8522555129301
2006-0686-PHL,2006,0686,Technological,Technological,Miscellaneous accident,Fire,,Fireworks shop,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Ormoc,,,,,No,No,,,,,,,,2006,12,26,2006,12,26,23,9,,,9,,,,78.8522555129301
2007-0022-PHL,2007,0022,Natural,Hydrological,Flood,Riverine flood,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Agusan del Norte, Agusan del Sur districts (Region XIII province), Davao del Norte, Davao del Sur districts (Region XI province), Region VI, Region VII, Region VIII provinces",Heavy rains,"Slide (land, mud, snow, rock)",,,,Yes,,44620,Km2,7.71,125.22,,"Agusan, Camboayon, Baubo",2007,1,10,2007,1,24,9,,24508,,24508,,,4080,81.1016589316606
2007-0047-PHL,2007,0047,Technological,Technological,Transport accident,Road,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Tigpao (Near Pagadian),,,,,No,No,,,,,,,,2007,2,2,2007,2,2,50,30,,,30,,,,81.1016589316606
2007-0144-PHL,2007,0144,Technological,Technological,Miscellaneous accident,Fire,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,Mandaluyong city,,,,,No,No,,,,,,,,2007,4,7,2007,4,7,,,,13997,13997,,,,81.1016589316606
2007-0346-PHL,2007,0346,Natural,Meteorological,Storm,Tropical cyclone,,Chedeng and Dodong,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"National Capital region (NCR), Region III (Central Luzon) provinces",,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,,2007,8,8,2007,8,13,7,7,921455,,921462,,,492,81.1016589316606
2007-0463-PHL,2007,0463,Natural,Meteorological,Storm,Tropical cyclone,,Lekima,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Ifugao, Kalinga districts (Cordillera Administrative region (CAR) province)",,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,17.07,106.9,,,2007,9,29,2007,10,12,8,,2000,,2000,,,,81.1016589316606
2007-0576-PHL,2007,0576,Natural,Meteorological,Storm,Tropical cyclone,,Mitag (Mina) (23),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Isabela district (Region II (Cagayan Valley) province), Camarines Sur, Camarines Norte districts (Region V (Bicol region) province)",,Flood,"Slide (land, mud, snow, rock)",,,,,170,Kph,17.08,122.01,,,2007,11,25,2007,12,2,29,6,443109,,443115,,,5000,81.1016589316606
2007-0578-PHL,2007,0578,Natural,Meteorological,Storm,Tropical cyclone,,Hagibis (Lando) (24),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Region VII (Central Visayas), Region X (Northern Mindanao) provinces",,Flood,"Slide (land, mud, snow, rock)",,,Yes,,129,Kph,8.796,124.83,,,2007,11,18,2007,11,23,20,11,35322,,35333,,,1000,81.1016589316606
2007-0667-PHL,2007,0667,Natural,Meteorological,Storm,Tropical cyclone,,Hanna,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Region V (Bicol region), Region X (Northern Mindanao), Region XII (Soccsksargen) Region XIII (Caraga), Cordillera Administrative region (CAR), National Capital region (NCR) provinces",,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,,2007,9,29,2007,9,30,11,,12515,,12515,,,260,81.1016589316606
2007-0553-PHL,2007,0553,Natural,Hydrological,Flood,Coastal flood,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Iligan City area (Lanao Del Norte district, Region X province), Lugait area (Misamis Oriental district, Region X province), Surigao, Tagana-an, Placer areas (Surigao del Norte district, Region XIII province), Polomolok area (South Cotabato district, Region XIII province), Region VII (Central Visayas) province",Tropical storm Lando,"Slide (land, mud, snow, rock)",,,,,,11140,Km2,8.796,124.833,,Tubod and mandulog rivers,2007,11,18,2007,11,21,11,,16463,,16463,,,2520,81.1016589316606
2007-0525-PHL,2007,0525,Natural,Hydrological,Flood,Riverine flood,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Baao, Bato, Nabua, Buhi, Bula, Pili, Bombon, Cabusao, Calabanga, Camaligan, Canaman, Gainza, Libmanan, Magarao, Milaor, Minalabac, San Fernando, Iriga City and Naga City areas (Camarines Sur district, Region V province), Libon, Ligao City, Oas, Polangui. Ligao City areas (Albay district, Region V province), Baras, Bato, San Miguel, San Andres, Caramoran areas (Catanduanes district, Region V province)",Heavy rain,"Slide (land, mud, snow, rock)",,,,,,4600,Km2,13.36,123.38,,Nagar,2007,10,27,2007,11,1,20,,,,,,,,81.1016589316606
2007-0380-PHL,2007,0380,Natural,Meteorological,Storm,Tropical cyclone,,Sepat,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Region III (Central Luzon), Region IV-A (Calabarzon), Region V (Bicol region) provinces",Heavy rain,Flood,,,,,,,Kph,27,119.91,,,2007,8,17,2007,8,24,3,,380000,,380000,,,492,81.1016589316606
2007-0457-PHL,2007,0457,Natural,Meteorological,Storm,Tropical cyclone,,Wipha/Goring,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Negros Occidental district (Region VI (Western Visayas) province),,Flood,,,,,,,Kph,38.57,125.83,,,2007,9,17,2007,9,25,2,,30000,,30000,,,,81.1016589316606
2007-0668-PHL,2007,0668,Natural,Meteorological,Storm,Tropical cyclone,,Goring,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Region IV (Southern Tagalog), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas), Autonomous region in Muslim Mindanao (ARMM), Region IX (Zamboanga Peninsula), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen), Region XIII (Caraga) provinces",,Flood,,,,,,,Kph,,,,,2007,9,18,2007,9,18,1,,64000,,64000,,,,81.1016589316606
2007-0669-PHL,2007,0669,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Bulusan,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Irosin area (Sorsogon district, Region V (Bicol region) province)",,,,,,,,,,12.77,124.05,,,2007,7,31,2007,7,31,,,14036,,14036,,,,81.1016589316606
2007-0577-PHL,2007,0577,Natural,Hydrological,Flood,Coastal flood,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Sulu, Tawi-tawi districts (ARMM province), Ilocos Norte, La Union, Pangasinan districts (Region I province), Zamboanga Del Sur, Zamboanga del Norte districts (Region IX province), Antique, Negros Occidental districts (Region VI province), Negros Oriental district (Region VII province), Misamis Oriental, Camiguin districts (Region X province)",,,,,,,,,Km2,,,,,2007,11,28,2007,11,28,,,33571,,33571,,,,81.1016589316606
2007-0665-PHL,2007,0665,Natural,Hydrological,Flood,Riverine flood,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Naujan, Victoria areas (Oriental Mindoro district, Region IV province)",Continuous rain,,,,,,,,Km2,,,,,2007,12,1,2007,12,4,,,12205,,12205,,,,81.1016589316606
2007-0560-PHL,2007,0560,Natural,Meteorological,Storm,Tropical cyclone,,Kabayan (Peipah),Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Isabela, Cagayan districts (Region II (Cagayan Valley) province)",Tropical storm Peipah,,,,,,,25810,Kph,17.57,121.76,,Cagayan river and tributaries,2007,11,4,2007,11,6,8,,33884,,33884,,,2971,81.1016589316606
2007-0260-PHL,2007,0260,Technological,Technological,Transport accident,Water,,"Ferry ""Blue Water Princess 1""",Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Near Bondoc,,,,,No,No,,,,,,,,2007,7,12,2007,7,12,16,,124,,124,,,,81.1016589316606
2008-0249-PHL,2008,0249,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Fengshen (Franck),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Aklan, Antique, Capiz, Iloilo, Negros Occidental districts (Region VI (Western Visayas) province), Cebu district (Region VII (Central Visayas) province), Leyte, Eastern Samar, Samar districts (Region VIII (Eastern Visayas) province), Marinduque, Mindoro Oriental, Romblon districts (Region IV (Southern Tagalog) province), Masbate district (Region V (Bicol region) province), North Cotabato, South Cotabato districts (Region XII (Soccsksargen) province)",,Flood,"Slide (land, mud, snow, rock)",Yes,,Yes,4636,170,Kph,13.16,122.6,,,2008,6,21,2008,6,23,644,826,4784634,,4785460,,45000,284694,84.21522909277
2008-0197-PHL,2008,0197,Natural,Meteorological,Storm,Tropical cyclone,,Halong (Cosme),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Pangasinan, La Union districts (Region I (Ilocos region) province), Zambales district (Region III (Central Luzon) province)",,"Slide (land, mud, snow, rock)",Flood,,,Yes,,95,Kph,,,,,2008,5,18,2008,5,18,64,33,1496635,,1496668,,,99174,84.21522909277
2008-0077-PHL,2008,0077,Natural,Hydrological,Flood,Riverine flood,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Naujan, Baco areas (Mindoro Oriental district, Region IV province), Albay, Camarines Sur, Camarines Norte, Sorgoson, Catanduanes districts (Region V province), Capiz district (Region VI province), Eastern Samar, Northern Samar, Samar, Leyte districts (Region VIII province), Misamis Oriental, Lanao del Norte districts (Region X province), Sultan Kudarat district (Region XII province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,38,21800,Km2,11.64,125.22,,"Samar, Bicol",2008,2,12,2008,3,12,63,37,875306,,875343,,,30733,84.21522909277
2008-0426-PHL,2008,0426,Natural,Meteorological,Storm,Tropical cyclone,,"Typhoon ""Hagupit"" (Nina)",Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Itogon area (Benguet district, Cordillera Administrative region (CAR) province)",,"Slide (land, mud, snow, rock)",,,,,,,Kph,,,,,2008,9,22,2008,9,22,37,17,41630,4485,46132,,,7420,84.21522909277
2008-0292-PHL,2008,0292,Natural,Meteorological,Storm,Tropical cyclone,,"Tropical Storm ""Fung-Wong"" (Igme)",Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Piddig, Pasuquin areas (Metropolitan Manila district, National Capital region (NCR) province), Ilocos Norte, Ilocos Sur districts (Region I (Ilocos region) province), Abra district (Cordillera Administrative region (CAR) province)",,Flood,,,,,,,Kph,,,,,2008,7,28,2008,7,29,10,2,22079,,22081,,,40,84.21522909277
2008-0329-PHL,2008,0329,Natural,Meteorological,Storm,Tropical cyclone,,"Tropical storm ""Kammuri"" (Julian)",Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Quezon city (Metropolitan Manila district, National Capital region (NCR) province), Cordillera Administrative region (CAR), Region I (Ilocos region), Region III (Central Luzon) provinces",,Flood,,,,,,,Kph,,,,,2008,8,4,2008,8,4,2,,4498,,4498,,,,84.21522909277
2008-0540-PHL,2008,0540,Natural,Meteorological,Storm,Tropical cyclone,,"Tropical Storm ""Maysak"" (Quinta-Sony)",Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Region IV (Southern Tagalog), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas) provinces",,Flood,,,,,,,Kph,,,,,2008,11,6,2008,11,11,19,14,300,160,474,,,,84.21522909277
2008-0609-PHL,2008,0609,Natural,Meteorological,Storm,Tropical cyclone,,"TYphoon ""Rammasun"" (Butchoy)",Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Lambayong, Esperanza areas (Sultan Kudarat district, Region XII (Soccsksargen) province)",,Flood,,,,Yes,,,Kph,,,,,2008,5,13,2008,5,13,1,40,8350,,8390,,,280,84.21522909277
2008-0621-PHL,2008,0621,Natural,Meteorological,Storm,Tropical cyclone,,"Typhoon ""Helen""",Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Nueva Era, Paoay, San Nicolas, Bangui, Batac city, Dingras, Pasuquin, Marcos, Piddig, Laoag city, Bacarra, Sarrat, Currimao, Pagudpud areas (Ilocos Norte district, Region I (Ilocos region) province), Luna area (La Union district, Region I (Ilocos region) province), Santa Terisita area (Cagayan district, Region II (Cagayan Valley) province)",,Flood,,,,,,,Kph,,,,,2008,7,18,2008,7,18,2,1,31129,,31130,,,147,84.21522909277
2008-0347-PHL,2008,0347,Natural,Hydrological,Flood,Flash flood,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Bansalan area (Davao del Sur district, Region XI province)",,,,,,,,,Km2,,,,,2008,6,6,2008,6,6,1,,1000,,1000,,,,84.21522909277
2008-0545-PHL,2008,0545,Natural,Hydrological,Flood,Flash flood,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Alcala, Amulung, Enrile, Gattaran, Iguig, Lasam, Claveria, Peablanca, Solana, Tuguegarao city, Tuao, Camalaniugan, Lallo, Baggao areas (Cagayan district, Region II province), Cauayan city, Quezon, Cabagan, Delfin Albano, Ilagan, Mallig, Tumauni, San Pablo, Sta. Maria, Sto. Thomas areas (Isabela district, Region II province), Casiguran, Dinalungan, Dilasag areas (Aurora district, Region III province), Rizal, Lubuagan areas (Kalinga district, CAR province)",Heavy rain (Tail-end of a cold front),,,,,,,21770,Km2,17.95,147.03,,,2008,11,21,2008,11,24,10,,239763,,239763,,,4088,84.21522909277
2008-0571-PHL,2008,0571,Natural,Hydrological,Flood,Riverine flood,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Region II (Cagayan Valley), Region V (Bicol region), Region XIII (Caraga), Region XI (Davao Region), Region III (Central Luzon), Region IV-A (Calabarzon), Region IV (Southern Tagalog) provinces",Heavy rains,,,,,,,24110,Km2,17.2,121.8,,,2008,12,1,2008,12,4,29,,,50000,50000,,,,84.21522909277
2008-0608-PHL,2008,0608,Natural,Hydrological,Flood,Riverine flood,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Nueva Ecija, Tarlac, Pampanga, Bulacan districts (Region III province)",Tropical Depression Julian,,,,,,,,Km2,,,,,2008,8,8,2008,8,8,,,39530,,39530,,,,84.21522909277
2008-0611-PHL,2008,0611,Natural,Hydrological,Flood,Riverine flood,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Asucion area (Davao del Norte district, Region XI province), Initao, Gitagum areas (Misamis Oriental district, Region X province)",,,,,,,,,Km2,,,,,2008,1,18,2008,1,18,,,29184,,29184,,,446,84.21522909277
2008-0620-PHL,2008,0620,Natural,Hydrological,Flood,Riverine flood,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Manay area (Davao Oriental district, Region XI province), Braulio E. Dujali area (Davao del Norte district, Region XI province)",Heavy rains,,,,,,,,Km2,,,,,2008,6,17,2008,6,17,7,1,2390,,2391,,,173,84.21522909277
2008-0622-PHL,2008,0622,Natural,Hydrological,Flood,Riverine flood,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Pigcawayan, Midsayap, Pikit areas (North Cotabato district, Region XII province), Sultan Kudarat, Mother Kabuntalan, Northern Kabuntalan, Datu Odin Sinsuat areas (Shariff Kabunsuan district, ARMM province), Sultan Sabarongis, Rajah Buauan, Mamasapano, Datu Piang, Datu Anggal Midtimbang, Datu Saudi Ampatuan areas (Maguindanao district, ARMM province)",,,,,,,,,Km2,,,,,2008,9,4,2008,9,13,6,3,365675,,365678,,,4137,84.21522909277
2008-0393-PHL,2008,0393,Natural,Hydrological,Landslide,Landslide,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Maco city (Compostela district, Region XI (Davao Region) province)",Heavy rains,,,,,Yes,,,,,,,,2008,9,6,2008,9,6,24,28,5000,,5028,,,,84.21522909277
2008-0155-PHL,2008,0155,Natural,Meteorological,Storm,Tropical cyclone,,"Typhoon ""Neoguri"" (Ambo)",Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Autonomous region in Muslim Mindanao (ARMM), Region IX (Zamboanga Peninsula), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen), Region XIII (Caraga) provinces",,,,,,,,175,Kph,,,,,2008,4,13,2008,4,13,1,,,,,,,16000,84.21522909277
2008-0369-PHL,2008,0369,Natural,Meteorological,Storm,Tropical cyclone,,"Tropical storm ""Nuri"" (Karen)",Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Region I (Ilocos region), Region II (Cagayan Valley), Cordillera Administrative region (CAR) provinces",,,,,,,,150,Kph,,,,,2008,8,22,2008,8,22,38,13,429450,,429463,,,33870,84.21522909277
2008-0623-PHL,2008,0623,Natural,Meteorological,Storm,Tropical cyclone,,"TRopical storm ""Higos"" (Pablo)",Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Nueva Ecija, Pampanga districts (Region III (Central Luzon) province)",,,,,,,,,Kph,,,,,2008,9,29,2008,9,29,1,,27683,,27683,,,,84.21522909277
2008-0250-PHL,2008,0250,Technological,Technological,Transport accident,Water,,Ferry MV Princess of the Stars,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Claveria (Near Sibuyan Island, Romblon)",,,,Yes,No,No,,,,,,,,2008,6,21,2008,6,21,815,,51,,51,,,,84.21522909277
2008-0505-PHL,2008,0505,Technological,Technological,Transport accident,Water,,"Ferry ""Don Dexter Kathleen""",Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Near Masbate Island,,,,,No,No,,,,,,,,2008,11,4,2008,11,4,42,,74,,74,,,,84.21522909277
2008-0566-PHL,2008,0566,Technological,Technological,Transport accident,Water,,"Ferry ""Maejan""",Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Near Ballesteros,,,,,No,No,,,,,,,,2008,12,15,2008,12,15,56,,46,,46,,,,84.21522909277
2008-0610-PHL,2008,0610,Technological,Technological,Miscellaneous accident,Explosion,,Slum,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,Malabon city,,,,,No,No,,,,,,,,2008,5,7,2008,5,7,1,3,,5000,5003,,,,84.21522909277
2009-0174-PHL,2009,0174,Natural,Meteorological,Storm,Tropical cyclone,,"Typhhon ""Dante"" (Kujira)",Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Region V (Bicol region) province,,Flood,"Slide (land, mud, snow, rock)",,,,,148,Kph,,,,,2009,4,29,2009,5,5,29,8,383457,,383465,,,25810,83.9158074104016
2009-0165-PHL,2009,0165,Natural,Meteorological,Storm,Tropical cyclone,,"Typhoon ""Emong"" (Chanom)",Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Aringay, Agoo, Bacnotan, Bagulin, Bauang, Burgos, Caba, Naguillian Pugo, Rosario, San Gabriel, San Juan, Sto Thomas, Tubao, San Fernando areas (La Union district, Region I (Ilocos region) province), Anda, Agno, Bani, Bolinao, Dasol, Infanta, Lingayan, Mabini, Sta Barbara, Sual, Alaminos city, Dagupan areas (Pangasinan district, Region I (Ilocos region) province), Ambaguio, Bagabag, Bambang, Bayombong, Dupax del Sur, Solano, Sta Fe areas (Nueva Vizcaya district, Region II (Cagayan Valley) province), Aurora, Cabaruan, Cordon, Delfin Albano, Ilagan, Luna, Quirino, Ramon, Reina Mercedes, Cauayan city, Santiago areas (Isabela district, Region II (Cagayan Valley) province), Cabarroguis, Saguiday areas (Quirino district, Region II (Cagayan Valley) province), Rizal area (Cagayan district, Region II (Cagayan Valley) province), Sta Cruz, Olongapo areas (Zambales district, Region III (Central Luzon) province), Guagua area (Pampanga district, Region III (Central Luzon) province), Kiangan, Asipulo, Lamut, Lagawe, Hingyon, Hungduan, Tinoc, Aguinaldo, Alfonso Lista areas (Ifugao district, Cordillera Administrative region (CAR) province), Pinukpuk, Lubuagan areas (Kalinga district, Cordillera Administrative region (CAR) province), Baguio city (Benguet district, Cordillera Administrative region (CAR) province)",,"Slide (land, mud, snow, rock)",Flood,,,,,139,Kph,,,,,2009,5,7,2009,5,10,77,53,400954,,401007,,,30342,83.9158074104016
2009-0239-PHL,2009,0239,Natural,Meteorological,Storm,Tropical cyclone,,"Topical Storm ""Feria"" (Nangka)",Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Metropolitan Manila district (National Capital region (NCR) province), Pampanga district (Region III (Central Luzon) province), Batangas, Cavite, Quezon districts (Region IV-A (Calabarzon) province), Romblon, Mindoro Oriental, Mindoro Occidental, Marinduque districts (Region IV (Southern Tagalog) province), Albay, Camarines Sur, Masbate districts (Region V (Bicol region) province), Antique district (Region VI (Western Visayas) province), Cebu district (Region VII (Central Visayas) province), Region VIII (Eastern Visayas) province",,"Slide (land, mud, snow, rock)",Surge,,,,,83,Kph,,,,,2009,7,23,2009,7,26,16,5,110400,,110405,,,4281,83.9158074104016
2009-0023-PHL,2009,0023,Natural,Hydrological,Flood,Riverine flood,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Aringay area (La Union district, Region I province), Brroke's Point, Bataraza, Balabac areas (Palawan district, Region IV province), Labo area (Camarines Norte district, Region V province), Bagamanoc, Baras, Bato, Caramoran, Gigmoto, Pandan, Panganiban, San Andres, San Miguel, Viga, Virac areas (Catanduanes district, Region V province), Pontevedra, Panitan, Sigma, Dao, Cuartero areas (Capiz district, Region VI province), Amlan area (Negros Oriental district, Region VII province), Bobon, Catarman, Lavesares, Lope de Vega, Mondragon, Palapag, San Roque areas (Northern Samar district, Region VIII province), Cayagan de Oro City area (Misamis Oriental district, Region X province), Region XIII (Caraga) province",,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2009,1,2,2009,1,15,33,15,537976,,537991,,,6354,83.9158074104016
2009-0193-PHL,2009,0193,Natural,Meteorological,Storm,Convective storm,Tornado,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Shariff Kabunsuan, Maguindanao districts (Autonomous region in Muslim Mindanao (ARMM) province)",,,,,,,,,Kph,,,,,2009,5,15,2009,5,15,,,,100,100,,,5,83.9158074104016
2009-0027-PHL,2009,0027,Natural,Hydrological,Flood,Flash flood,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Poblacion, Mago-ong, Samburon baranguays villages (Linamon area, Labao del Norte district, Region X province)",Heavy rains,,,,,,,,Km2,,,,,2009,1,8,2009,1,8,,,1345,,1345,,,,83.9158074104016
2009-0194-PHL,2009,0194,Natural,Hydrological,Flood,Flash flood,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Sultan Kudarat district (Region XII province) Maguindanao, Shariff Kabunsuan districts (ARMM province)",Heavy rains,,,,,,,,Km2,,,,,2009,5,18,2009,5,18,,,34325,,34325,,,,83.9158074104016
2009-0267-PHL,2009,0267,Natural,Hydrological,Flood,Flash flood,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Valencia City area (Bukidnon district, Region X province)",Heavy rains,,,,,,,,Km2,,,,,2009,7,17,2009,7,17,,,920,,920,,,,83.9158074104016
2009-0026-PHL,2009,0026,Natural,Hydrological,Flood,Riverine flood,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Malibago, Gumamela, Anahaw, Bagacay, Santa Cruz villages (Labo area, Camarines Norte district, Region V province)",Continuous rains,,,,,,,,Km2,,,,"Labo, Busigon rivers",2009,1,9,2009,1,9,,,1300,,1300,,,,83.9158074104016
2009-0195-PHL,2009,0195,Natural,Hydrological,Flood,Riverine flood,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Brgys Mahayahay, Pugaan, Tambacan, Ubaldo Laya, Pala-o, Tipanoy, Tubod barangays villages (Iligan city area, Lanao del Norte district, Region X province)",,,,,,,,,Km2,,,,,2009,5,18,2009,5,18,,,715,,715,,,,83.9158074104016
2009-0192-PHL,2009,0192,Natural,Hydrological,Landslide,Landslide,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Magapispis, Sitio Boringot, Brgy Napnapan, Sitio Gumayan, Brgy Kingking villages (Compostela district, Region XI (Davao Region) province)",Heavy rains,,,,,,,,,,,,,2009,5,18,2009,5,18,10,16,,,16,,,,83.9158074104016
